762911:
 num     #instances         #bytes  class name (module)
1084:             1             16  sun.rmi.transport.DGCImpl_Skel (java.rmi@21-ea)
1085:             1             16  sun.rmi.transport.DGCImpl_Stub (java.rmi@21-ea)
1086:             1             16  sun.rmi.transport.ObjectTable$$Lambda/0x00007fbea80a8e90 (java.rmi@21-ea)
1087:             1             16  sun.rmi.transport.Transport$$Lambda/0x00007fbea80a3ac8 (java.rmi@21-ea)
1088:             1             16  sun.rmi.transport.tcp.TCPDirectSocketFactory (java.rmi@21-ea)
1089:             1             16  sun.rmi.transport.tcp.TCPEndpoint$$Lambda/0x00007fbea80a3000 (java.rmi@21-ea)
1090:             1             16  sun.rmi.transport.tcp.TCPTransport$$Lambda/0x00007fbea80a3ce0 (java.rmi@21-ea)
1091:             1             16  sun.rmi.transport.tcp.TCPTransport$$Lambda/0x00007fbea80a3ef8 (java.rmi@21-ea)
1092:             1             16  sun.rmi.transport.tcp.TCPTransport$$Lambda/0x00007fbea80a4110 (java.rmi@21-ea)
1093:             1             16  sun.rmi.transport.tcp.TCPTransport$$Lambda/0x00007fbea80a65b8 (java.rmi@21-ea)
1094:             1             16  sun.rmi.transport.tcp.TCPTransport$1 (java.rmi@21-ea)
1095:             1             16  sun.security.provider.NativePRNG (java.base@21-ea)
1096:             1             16  sun.util.calendar.Gregorian (java.base@21-ea)
1097:             1             16  sun.util.cldr.CLDRBaseLocaleDataMetaInfo (java.base@21-ea)
1098:             1             16  sun.util.cldr.CLDRLocaleProviderAdapter$$Lambda/0x800000064 (java.base@21-ea)
1099:             1             16  sun.util.cldr.CLDRLocaleProviderAdapter$$Lambda/0x800000066 (java.base@21-ea)
1100:             1             16  sun.util.locale.InternalLocaleBuilder$CaseInsensitiveChar (java.base@21-ea)
1101:             1             16  sun.util.locale.provider.TimeZoneNameUtility$TimeZoneNameGetter (java.base@21-ea)
1102:             1             16  sun.util.logging.internal.LoggingProviderImpl (java.logging@21-ea)
1103:             1             16  sun.util.resources.LocaleData$LocaleDataStrategy (java.base@21-ea)
1104:             1             16  sun.util.resources.cldr.provider.CLDRLocaleDataMetaInfo (jdk.localedata@21-ea)
Total         76048        3603984
